,id,open,high,low,volume,market_cap,social_score,average_sentiment,price_score,social_impact_score,correlation_rank,volatility,percent_change_24h,market_cap_global,close
10031,ID_VyCWMx,8087.853232,8124.428267,8084.743864,588926446.0,146033842693.0,23906409.0,3.7,3.1,3.0,2.4,0.01923599,-3.805540685370196,220775828073.0,8086.533894
10032,ID_Vykavj,59924.603001,59949.18659,59875.828064,1797074340.0,1115551823252.0,38657366.0,3.6,2.9,4.1,3.1,0.00572172,0.0733279792452597,2015747489668.0,59911.138998
10033,ID_Vz7UTK,9227.299834,9229.26923,9227.299834,668651173.0,170291416242.0,10751941.0,3.7,3.5,3.7,3.1,0.00412231,-0.1475734483864498,276036020899.0,9229.26923
10035,ID_VzMiMk,10773.243452,10795.518438,10773.243452,974938937.0,198712317245.0,23689841.0,3.6,2.9,4.0,2.2,0.02964145,-5.21140639865852,356766334562.0,10795.518438
10037,ID_VziGhP,8199.970082,8199.970082,8173.042074,460664270.0,147409495526.65,7642963.0,3.8,3.2,3.0,3.6,0.00794964,1.306118082088756,221860564912.0,8186.786977
10038,ID_W3cMpS,8646.876858,8647.053567,8642.412059,353013437.0,156883926554.0,9618408.0,3.7,2.8,3.0,3.2,0.004439,-0.5299678436280519,237380781804.0,8642.412059
10039,ID_W4EjGG,10227.616408,10243.502762,10227.616408,1089349806.0,188882532929.0,14144569.0,3.7,3.1,4.0,3.7,0.01951127,2.377062085766764,312928455909.0,10243.502762
10041,ID_W4e9p9,7925.283413,7930.588688,7925.283413,1366350999.0,145027179444.0,6490125.0,3.6,3.0,4.1,2.4,0.03504981,-2.064384784299084,224701782165.0,7930.588688
10042,ID_W5sHcX,10259.566332,10281.286818,10259.566332,1063098265.0,189947759069.0,10579531.0,3.6,2.9,3.7,2.8,0.0093644,1.4055277174736047,331900646468.0,10281.286818
10044,ID_W7bkbV,9795.676678,10005.661965,9795.676678,3759641687.0,184174809722.0,18812542.0,3.8,5.0,3.0,4.2,0.00892608,4.327321681043114,306287091556.0,10005.661965
10045,ID_W7tRgn,59980.777203,59996.551692,59967.410696,2009170151.0,1110935942632.0,24994379.0,3.7,1.4,3.0,3.6,0.00721579,-0.1920344343606866,2008128197863.0,59996.551692
10046,ID_W7y55T,7225.156731,7304.627946,7225.156731,577663975.0,131887897510.0,11966230.0,3.6,2.4,3.9,3.1,0.02528196,3.064790512064897,199232251055.0,7280.908895
10047,ID_WACKaj,19352.93452,19399.611883,19352.93452,872063952.0,359796939527.0,10126276.0,3.6,3.4,4.2,3.5,0.00531665,0.6894394540382198,580233639618.0,19390.365067
10048,ID_WAUN8z,9600.936429,9785.105595,9600.936429,1784576212.0,179402052922.0,12577940.0,3.7,2.3,3.0,2.8,0.00800888,0.9947179707036784,278045328551.0,9785.105595
10051,ID_WBWHnF,9149.251383,9173.751027,9144.874191,2122863113.0,168308727835.0,20484213.0,3.7,3.5,3.6,3.8,0.00976066,3.782597050581792,256811666980.0,9150.068039
10052,ID_WCoL69,11836.563926,11836.563926,11828.487968,1571521423.0,218523614765.0,10455534.0,3.6,3.0,4.3,3.9,0.00449758,0.4947263774199087,377417254971.0,11831.397417
10053,ID_WDehHS,9345.492363,9345.492363,9338.528021,585043668.0,172174299113.0,16252682.0,3.6,3.0,4.2,3.1,0.00772213,-0.8391165118437346,280786082795.0,9338.528021
10054,ID_WEQiBh,16252.167015,16260.966784,16252.167015,1062281835.0,301404955681.0,19631908.0,3.6,2.6,4.2,3.2,0.01619913,2.1875205556883213,472251461671.0,16254.48934
10055,ID_WEZLuv,9494.395249,9504.707743,9492.157775,1121650536.0,174574042246.0,19133222.0,3.7,3.0,3.7,3.5,0.02547439,-3.558499225270975,270825031801.0,9499.821701
10056,ID_WG762J,6705.336023,6711.609869,6703.925482,1445190520.0,122729846888.0,8221775.0,3.5,3.0,4.2,3.6,0.01955768,-2.429394370972534,191347136270.0,6711.609869
10057,ID_WGnZyw,17877.833566,17877.833566,17802.701695,1387921645.0,330611829209.0,28872021.0,3.6,2.7,3.0,3.2,0.00981195,0.1810993243559491,505344957876.0,17832.812243
10060,ID_WJMH4g,6874.61406,6884.349634,6874.61406,1341879888.0,125870465596.0,19662643.0,3.7,2.6,4.2,3.5,0.02026627,-2.7410297553287286,199256914231.0,6884.349634
10061,ID_WJNYA4,11739.89056,11761.651133,11739.89056,851096415.0,216965693764.0,15636205.0,3.6,3.0,4.3,2.9,0.00569292,0.9049029758282132,373562566706.0,11761.651133
10062,ID_WJSn28,9333.385685,9388.592729,9330.059347,730622891.0,168630625447.62,8037601.0,3.8,2.8,3.0,2.7,0.01044065,-0.0731370020408682,250007289969.0,9360.978625
10064,ID_WKgXiB,9614.661506,9616.96562,9614.661506,1128824923.0,175997130189.0,5614831.0,3.7,3.9,4.1,3.1,0.00633917,-0.7799132576128767,278688241397.0,9616.96562
10065,ID_WL9HFT,11409.794814,11425.850305,11409.794814,526870022.0,211311472773.0,12790588.0,3.6,5.0,3.0,4.7,0.004307,0.5571176068597186,365978994574.0,11425.850305
10067,ID_WN5vdy,9208.142012,9209.026897,9208.142012,469258400.0,168690341811.0,64818599.0,3.6,3.0,3.0,3.3,0.00364019,0.2485404653076059,274938732881.0,9209.026897
10069,ID_WPbCxQ,6950.478909,6950.478909,6943.314999,1262176628.0,126630011195.0,12058026.0,3.7,3.3,3.6,2.4,0.0266778,-4.629885319072804,198114769820.0,6943.314999
10072,ID_WQpMFH,11447.237201,11453.760846,11447.237201,465720334.0,211921047421.0,28949002.0,3.6,3.1,3.7,2.9,0.00333601,1.0005916922322091,362735329059.0,11453.760846
10073,ID_WS2b8X,8656.861633,8656.861633,8620.402101,2073782429.0,158398982563.0,9423818.0,3.8,3.1,3.7,2.6,0.04603241,-11.128962970054657,240680595488.0,8640.363296
10074,ID_WS6qRC,10255.544128,10289.916175,10255.544128,4261554021.0,190086144641.0,16567420.0,3.6,2.6,3.8,3.6,0.01137898,0.9778647132725796,336098427513.0,10289.916175
10075,ID_WS9ok7,11015.183344,11015.183344,10952.998036,1172647519.0,202055838286.0,17267618.0,3.6,3.3,3.6,3.8,0.00973964,-0.6513732349760424,328741417891.0,10953.385118
10076,ID_WSGUYD,9556.637653,9604.359263,9556.637653,1408399560.0,176200371727.0,18729451.0,3.7,3.2,4.0,3.6,0.02814696,-5.381068466846125,273103339344.0,9593.070976
10077,ID_WSPJ4q,7895.090444,7931.238769,7895.090444,1464032806.0,144701347856.0,11761130.0,3.5,3.1,4.0,2.7,0.04313461,-9.482108532133063,224994407987.0,7931.238769
10078,ID_WSkRHJ,9649.251968,9673.170422,9649.251968,1335795440.0,176209013188.0,12114072.0,3.6,2.9,3.0,3.6,0.02318769,0.9741967618928916,280189079616.0,9673.170422
10079,ID_WTe9hM,7543.800905,7548.210431,7539.747865,361436983.0,136391610551.0,11309406.0,3.6,2.5,4.1,2.5,0.01013242,2.021602890788568,202805772570.0,7539.747865
10080,ID_WTwnXS,8840.009618,8841.882529,8796.46284,1651060832.0,161801358596.0,17589422.0,3.5,3.0,3.6,3.4,0.01742343,-0.2271530625725576,247698836102.0,8828.200185
10083,ID_WWTqh6,9658.510453,9872.602573,9658.510453,4935787941.0,180425112220.0,54357899.0,3.8,3.8,3.0,4.7,0.02269364,5.869189547455884,268514004536.0,9838.652749
10085,ID_WX7Ys2,12886.545103,12910.244763,12886.545103,928186268.0,239335219194.0,11992833.0,3.6,3.0,3.0,3.4,0.00927827,0.6473926615977909,398498408547.0,12910.244763
10086,ID_WXRwwx,8830.721794,8841.471715,8830.721794,1514454040.0,161377415039.0,15474920.0,3.6,1.0,4.1,3.8,0.02547636,-2.187884506163996,251119348690.0,8841.471715
10087,ID_WXgd8e,11527.678552,11527.678552,11414.881816,1817286849.0,210487575322.0,29937704.0,3.7,3.4,3.0,2.9,0.01129632,-3.7766053886309257,356079898762.0,11437.769591
10088,ID_WZLDqB,13092.142081,13122.588777,13092.142081,688992533.0,243184797451.0,7547124.0,3.6,3.2,3.0,2.9,0.0059283,-1.4458659290881142,403912285551.0,13122.588777
10090,ID_Wapq2r,9761.143205,9761.143205,9749.825576,1103662232.0,178363258710.0,7535361.0,3.7,3.5,3.7,2.4,0.00822472,-1.9863344003500345,278648717669.0,9749.825576
10091,ID_WbzM98,7092.745772,7112.475466,7088.991817,481100791.0,128244085091.0,14334163.0,3.5,5.0,3.7,3.1,0.02947952,-2.2204497553355544,194041241144.0,7107.367722
10094,ID_WeFdRc,8050.802798,8050.802798,8031.88461,358334345.0,146332387133.0,5129592.0,3.7,4.4,3.0,2.9,0.00506352,-0.3291098922495118,214679692404.0,8037.857702
10095,ID_WentHd,5561.368245,5593.411252,5560.979943,3955283900.0,101782494795.0,10739699.0,3.5,2.8,4.0,2.8,0.08901533,31.076357414093,159548412398.0,5593.411252
10096,ID_WezxgK,9388.954819,9426.648762,9388.954819,659747214.0,169965108684.18,5718980.0,3.8,3.1,4.1,4.7,0.00913364,2.1414960417540096,252028561457.0,9415.066506
10099,ID_WgLtiB,8840.285131,8896.139286,8840.285131,1063952106.0,162136693361.0,8693430.0,3.7,3.6,3.6,3.4,0.01597756,2.462534385181548,253436477191.0,8896.139286
10101,ID_WgcwRX,13112.530277,13118.131321,13112.530277,680344225.0,242997425274.0,13796846.0,3.7,3.1,3.6,2.7,0.0057753,0.9569678443971792,403172337636.0,13118.131321
10103,ID_WhxLVX,6761.168298,6802.3509,6761.168298,1114539390.0,124281068950.0,5229566.0,3.6,5.0,4.2,2.5,0.00769584,1.128978247996089,190395696605.0,6777.688381
10104,ID_Wi7VRw,5424.024695,5424.024695,5365.661366,1463192852.0,98781940391.0,10157956.0,3.6,3.2,3.0,2.4,0.03312804,-1.759843327504448,152875624364.0,5370.274356
10105,ID_WiHPiL,8804.908176,8804.908176,8783.788032,2388305240.0,159153888544.0,33900902.0,3.6,2.8,4.1,1.8,0.00928225,-2.1003361729552967,250048262755.0,8783.788032
10106,ID_WiJRup,7302.720508,7309.909151,7302.720508,1234469573.0,133458418927.0,19578665.0,3.7,2.8,3.6,3.0,0.00624106,-0.27534722649139,208947594359.0,7307.237726
10107,ID_WiVBhW,10326.446014,10332.795117,10325.989072,911255360.0,188361716476.0,13347378.0,3.6,1.8,4.0,3.7,0.02445284,5.636046960478197,299554340197.0,10332.795117
10108,ID_WmY3ad,8957.142521,8964.06448,8951.740653,1523312303.0,164026856121.0,21223247.0,3.6,3.1,4.4,3.5,0.01500451,0.8543195173358895,252271902882.0,8962.182302
10109,ID_WoTevR,7453.808307,7453.808307,7445.77749,390206031.0,134167886383.96,2809607.0,3.8,1.0,3.0,3.0,0.01136286,0.0737352036735647,204670405431.0,7445.77749
10110,ID_Wovm6y,55418.233214,55688.431593,54505.285912,3114686136.0,1019228570697.0,58953671.0,3.5,3.2,4.0,4.0,0.02781568,2.437386647407029,1727827211467.0,54686.791462
10111,ID_WpyegQ,16653.980655,16653.980655,16590.549967,960607096.0,308107320150.0,13724307.0,3.6,2.8,4.0,4.3,0.01947853,3.521503932947075,481591293743.0,16590.549967
10112,ID_WqLv4h,8730.502627,8734.44412,8730.502627,480474844.0,157544655468.0,4272082.0,3.8,2.5,4.1,2.8,0.00336151,0.0133411975105188,238771614350.0,8734.44412
10113,ID_WrPnzM,10289.9125,10345.947463,10289.9125,1313187154.0,191109139938.0,8904741.0,3.6,3.4,4.4,3.2,0.00884784,0.4396141232634305,328152358261.0,10345.947463
10115,ID_Wt7p7T,8476.376484,8476.376484,8474.032389,368670781.0,154087281169.0,15102363.0,3.6,3.1,4.3,3.6,0.01012124,1.9128744557180464,230952767149.0,8474.032389
10118,ID_WvPiv6,8804.335485,8804.335485,8765.10032,1387219226.0,159756284115.0,9333608.0,3.6,2.9,4.1,2.9,0.02891258,-4.742314760434406,247912909933.0,8765.10032
10120,ID_WwiSyv,6926.554003,6926.554003,6902.211896,1282908123.0,126401418057.0,17333363.0,3.7,3.0,4.1,2.4,0.01603069,-3.966612778090824,199887645337.0,6902.211896
10122,ID_WxZiaS,11745.105734,11746.627855,11729.053986,610727594.0,217164819559.0,22253538.0,3.6,3.2,4.0,5.0,0.00803189,2.162767575060721,369556314666.0,11730.397232
10125,ID_WyJX78,10325.091338,10343.78802,10314.798589,405778492.0,185290167372.32,5300664.0,3.7,1.0,4.2,3.0,0.01138185,2.4913944190640693,264616999087.05,10323.22311
10126,ID_WyaTYN,7148.351746,7148.351746,7138.823171,589595608.0,129454055982.0,5213562.0,3.5,3.4,3.0,2.3,0.00315874,-0.6566232029921664,190198172903.0,7138.823171
10129,ID_X5iWgc,7295.456555,7311.858278,7295.456555,1453387525.0,133620639253.0,12435320.0,3.6,3.0,4.3,3.0,0.02842639,3.1844893607380023,207744713522.0,7311.858278
10130,ID_X64Au5,8432.968713,8432.968713,8251.245908,499737919.0,148006579375.6,7363158.0,3.7,2.6,4.0,5.0,0.0230799,2.923158391271527,219832399294.76,8251.245908
10133,ID_X6u3En,8011.316981,8011.316981,7997.591779,425652821.0,145138594851.0,8048208.0,3.7,2.3,3.0,3.2,0.01556318,-1.9851031196482471,213403215087.0,7998.613689
10134,ID_X7DQ54,6680.426153,6680.426153,6627.063388,1632223749.0,121552716064.0,13669260.0,3.6,4.7,3.7,3.1,0.04785273,6.261810225754001,184684324146.0,6678.517648
10135,ID_X7cv9z,9353.2555,9358.287564,9349.21975,679977405.0,171777702161.0,9882266.0,3.8,2.8,4.2,3.4,0.00532728,0.1122678886185845,266627595857.0,9349.21975
10137,ID_X8DebB,53150.244711,53655.422922,53140.251182,2552933404.0,993983971587.0,61295381.0,3.7,2.8,4.0,3.1,0.02538163,-2.5721348756800864,1697556013469.0,53409.024469
10138,ID_X9BYAb,11051.458361,11051.458361,11044.516242,505522714.0,204134140377.0,11329517.0,3.6,2.9,3.5,3.9,0.01433972,1.3311873506680385,354662483047.0,11044.516242
10139,ID_X9cVXm,8973.240445,8973.240445,8709.317216,2234116068.0,161219064955.0,10782628.0,3.7,3.6,4.3,2.5,0.0128912,-5.188903465980007,245423350374.0,8718.383485
10140,ID_X9hFoj,50360.860168,50477.359149,49783.88443,2549440225.0,930526439150.0,63243227.0,3.7,3.2,3.0,2.4,0.02532189,-1.8115061543498403,1532089753637.0,49797.697789
10141,ID_X9wZFJ,8644.039033,8660.763899,8644.039033,1232432542.0,157769451837.0,7915378.0,3.6,2.6,3.0,4.0,0.00737781,0.1280785062753006,246549864942.0,8660.763899
10142,ID_XAUtSC,18101.987084,18217.098154,18101.987084,2064395042.0,337501349575.0,31467374.0,3.6,5.0,4.1,4.2,0.03131397,8.998335362582985,513941903869.0,18208.740244
10143,ID_XAjjxW,10237.675438,10237.675438,10219.598974,397920370.0,183543974654.55,5005701.0,3.8,3.2,4.2,1.0,0.00849509,-1.171287056500696,265777504542.07,10219.598974
10144,ID_XBL6Di,17844.888267,17907.132526,17807.68499,1502287796.0,330997613775.0,48685049.0,3.6,2.7,4.2,3.2,0.03144274,0.6049479632145706,506237546007.0,17907.132526
10145,ID_XBpXci,8735.623369,8778.292413,8735.623369,1184320437.0,160003848584.0,5330241.0,3.6,3.3,3.7,2.6,0.01149253,-4.278701293357971,250022412290.0,8778.292413
10146,ID_XCLRqR,10073.443841,10075.759851,10054.328367,559974264.0,182882304512.0,20736720.0,3.7,2.9,4.3,4.0,0.01459858,2.268396618609334,284976879555.0,10060.665674
10147,ID_XCZhD4,19285.603825,19286.27878,19282.002199,1316829383.0,357416228404.0,12124576.0,3.6,2.0,3.0,2.9,0.0084156,2.5665093951442857,586405636823.0,19286.27878
10149,ID_XD8HtY,9146.384039,9149.006212,9146.384039,515048531.0,166870465280.0,17444729.0,3.7,3.0,4.2,2.8,0.00710335,-1.0741873749910773,255341733220.0,9149.006212
10151,ID_XDVFWW,60422.559555,60475.279594,59838.897354,2528200712.0,1117235983627.0,55568557.0,3.7,3.3,4.0,3.0,0.02723543,0.1981744219170633,1844467578317.0,60010.052664
10152,ID_XDaRjd,4783.954859,4783.954859,4522.949108,2573690259.0,83937648770.0,10822638.0,3.6,3.9,4.0,3.0,0.03957682,-17.885130517549026,129179471201.0,4522.949108
10153,ID_XDo8nx,8286.5284,8389.942041,8277.939228,510185324.0,148856787174.0,10683839.0,3.7,1.0,2.9,3.2,0.00347002,0.6803963532008515,226694622689.74,8334.073266
10154,ID_XDrUYx,7379.252608,7379.252608,7366.168835,1525826432.0,135135997386.0,9424648.0,3.7,3.3,4.2,3.2,0.02779457,3.9732356305014775,209659128177.0,7373.210015
10156,ID_XEUWFK,11401.856761,11401.856761,11398.287929,662830977.0,210335132693.0,7728904.0,3.6,4.3,4.1,3.0,0.00624247,0.231968526500686,366608311434.0,11398.287929
10157,ID_XF84oG,8925.310583,9104.562602,8925.310583,951109206.0,166038476650.0,10863274.0,3.7,5.0,3.0,4.0,0.0064087,2.823060705708217,246997062062.0,9104.562602
10158,ID_XFryxJ,7373.019972,7373.999263,7373.019972,751114985.0,133897675613.0,8464130.0,3.7,2.9,3.8,4.6,0.00579753,0.9468794418158578,196361966195.0,7373.999263
10160,ID_XHtGkB,49723.787171,49900.661653,49360.78486,2482229051.0,922462335849.0,20988028.0,3.7,3.4,4.3,3.2,0.02755648,-0.1633103912556241,1553525322835.0,49492.009582
10162,ID_XKbFni,7424.2631,7449.250312,7378.32341,509726766.0,133534297919.0,14622584.0,3.5,3.0,4.2,3.4,0.01586525,-1.6028167361459595,198669097158.0,7378.32341
10163,ID_XKofHe,9549.133059,9555.553655,9549.133059,889690173.0,175377656741.0,12208836.0,3.7,3.0,3.0,2.4,0.00672416,1.4469278089090494,271270010281.0,9555.553655
10167,ID_XM3S6r,9348.694533,9357.628691,9348.694533,723702727.0,172359223866.0,10470967.0,3.8,2.4,3.4,2.5,0.00444691,0.6732246605281756,266989465615.0,9357.628691
10168,ID_XME7RZ,7065.613855,7088.283114,7065.613855,1069794581.0,129540000704.0,19495890.0,3.7,2.7,4.1,2.2,0.01738119,-0.1365760330293481,203719278278.0,7080.961129
10170,ID_XNvSLm,9965.846901,9965.846901,9955.836671,977732539.0,180788138998.0,11644570.0,3.7,3.2,4.3,3.2,0.01137731,2.2624865236765,288545413577.0,9955.836671
10172,ID_XNzGpX,10592.315182,10611.059125,10592.315182,962812609.0,195873771622.0,14634443.0,3.6,3.2,3.6,3.6,0.03438291,-1.708665628791911,347492277810.0,10611.059125
10175,ID_XQDKAV,46425.110478,46954.08411,45731.339597,3238915049.0,855599667318.0,63034288.0,3.6,2.5,4.2,3.1,0.03839268,-4.9813568073580745,1428379564546.0,45864.632691
10177,ID_XQccsL,57394.473907,57394.473907,56762.471156,3432309669.0,1060425661313.0,48983700.0,3.6,2.9,3.6,3.2,0.01644485,0.3571150931816428,1825791456900.0,57053.764224
10179,ID_XSiATH,7999.690039,8035.704045,7999.690039,521804797.0,143688845219.8,1348.0,3.0,2.9,1.9,3.0,0.01732677,-4.727979986834605,213577710456.72,8030.010364
10180,ID_XThiwD,7338.21188,7338.21188,7326.244864,668959298.0,132870662435.0,10093931.0,3.6,1.9,3.7,2.7,0.00771432,2.10232935988952,194408677739.0,7326.244864
10182,ID_XTpuYP,8903.442879,9095.506821,8895.743185,2106094505.0,166579882379.0,30810934.0,3.7,3.0,3.0,2.5,0.02553376,-4.982144055557957,251816239679.0,9072.274153
10183,ID_XVXgLp,9675.348397,9681.126854,9675.348397,1318221324.0,177139115279.0,8878290.0,3.7,2.9,3.0,3.2,0.01584012,-2.4356574814561647,279904716219.0,9681.126854
10184,ID_XVqGkH,9548.720816,9551.843159,9547.049097,1094118142.0,175222020184.0,21043650.0,3.6,2.8,4.0,3.5,0.02815274,-5.443922503523395,271836676558.0,9547.049097
10185,ID_XVuKpr,11858.864283,11858.864283,11836.282499,920476507.0,218903167598.0,10043894.0,3.7,1.0,4.3,3.3,0.01075076,1.2538537151545996,393709549044.0,11836.282499
10186,ID_XX3Y6h,10873.683379,10873.683379,10865.824123,1182388472.0,200341848993.0,10296844.0,3.6,2.3,3.7,2.9,0.00650098,-0.8725054921028532,347023528971.0,10865.824123
10187,ID_XX6JPc,11610.339268,11610.339268,11583.606037,1270488756.0,214101137944.0,12219474.0,3.6,2.7,3.6,3.3,0.01287919,-2.161806597188773,366143339099.0,11583.606037
10188,ID_XX89Lo,9103.782574,9103.782574,9084.0893,693915052.0,167379963769.0,10270470.0,3.8,2.3,3.6,3.5,0.00882982,-0.739964207475789,260133320321.0,9084.0893
10189,ID_XXWzEh,7462.513777,7470.130533,7462.513777,350351644.0,134997680136.0,13924264.0,3.6,2.9,4.2,3.6,0.02794549,2.8088059613657004,201980625854.0,7469.756731
10190,ID_XXiSkp,9586.630662,9593.396713,9565.443362,574616234.0,174757756221.0,14481878.0,3.8,2.9,3.7,4.0,0.02006187,4.989890168536878,269632062492.0,9588.680378
10192,ID_Xa4GAy,18437.564216,18446.720724,18437.564216,1280264542.0,342413553044.0,8363776.0,3.6,3.2,3.0,3.4,0.01167516,0.0112770968726244,548659324510.0,18446.720724
10193,ID_XaKtNA,8167.276422,8175.760623,8164.039382,380584398.0,147006998345.65,4379344.0,3.7,2.8,3.0,3.1,0.00877937,-2.253365004970564,222998525852.78,8175.760623
10194,ID_XacUnf,9447.302367,9447.302367,9387.812476,1999974762.0,172252788200.0,15038404.0,3.7,5.0,4.3,3.0,0.01369085,-3.448811056650245,269485130745.0,9396.921813
10195,ID_XbSkrH,11716.012693,11716.012693,11698.114494,685268965.0,215979813779.0,20526110.0,3.6,2.9,4.0,3.0,0.00637575,0.8576612486976616,361416434936.0,11698.114494
10196,ID_XbpVzQ,11518.079559,11518.079559,11499.408403,704406573.0,212139217754.0,17803546.0,3.6,2.5,4.2,2.7,0.00568997,0.592819063332831,373633631796.0,11499.408403
10197,ID_XcvMxP,18541.189628,18541.189628,18473.691706,1276281893.0,342562908531.0,17807060.0,3.6,1.9,3.0,3.6,0.01182795,-1.51447568698179,544259592895.0,18473.691706
10199,ID_Xe6TDc,19011.760028,19126.389805,19011.760028,1530154269.0,354582825970.0,20993952.0,3.7,2.6,4.0,3.3,0.01817843,2.7387764138620945,581703312033.0,19105.771623
10205,ID_XkZ9tY,10190.984635,10272.670831,10190.984635,1900427545.0,189492021672.0,14622392.0,3.7,3.0,3.0,3.1,0.01101599,-1.8533455033275703,330474998059.0,10272.670831
10206,ID_XmEYce,9728.588795,9747.810388,9716.102267,427688306.0,174649860469.55,4918415.0,3.8,3.1,4.1,3.0,0.00925171,-2.600597015065416,256661588818.13,9716.102267
10207,ID_XmmBs5,8667.145667,8667.145667,8650.441771,567443709.0,157303211089.0,16570836.0,3.7,2.8,3.0,4.3,0.00846434,-2.01784938769878,234970336292.0,8661.512477
10208,ID_XnqVLp,9352.61461,9372.719389,9352.61461,683399117.0,172171901367.0,15001797.0,3.7,2.8,3.7,2.5,0.00453748,0.5297553949668312,267627900606.0,9372.719389
10209,ID_XnyzKp,11413.04874,11413.04874,11401.557875,729192437.0,211060988472.0,20082071.0,3.6,3.1,3.8,2.5,0.00592602,-0.5347342877241534,365970799590.0,11401.557875
10211,ID_XpW5Ux,6771.191856,6806.020034,6768.852032,583395702.0,122363292487.0,18216971.0,3.6,2.9,4.2,2.5,0.03167718,-6.749884863649923,185217157910.0,6776.521454
10212,ID_XqLa8i,6241.721509,6259.756155,6241.721509,1046888536.0,113717872416.0,8283913.0,3.7,2.7,3.0,3.0,0.03145664,-0.7849602831852391,176135436059.0,6259.756155
10214,ID_XsWAGS,8870.141691,8870.141691,8838.896488,2776385203.0,161088262803.0,16729650.0,3.7,3.4,4.1,3.8,0.01253358,2.508119372798576,251544476427.0,8838.896488
10216,ID_XsgvKG,9477.578693,9488.043466,9446.670814,577720381.0,172120230236.0,29873799.0,3.7,3.2,3.0,4.4,0.00711927,1.2321143667446004,258889368911.0,9480.471607
10217,ID_XthNLo,11012.983921,11012.983921,10947.519738,1158754941.0,202371857371.0,32683519.0,3.6,2.6,4.0,4.1,0.03028936,-2.151566975043905,327120975333.0,10963.706879
10218,ID_XtoLsr,6852.956419,6865.910778,6852.956419,1007341111.0,125296861485.0,8529938.0,3.5,3.2,3.7,3.1,0.00693303,0.5649730381572214,192474921029.0,6864.354738
10220,ID_XujVj3,9442.331398,9449.857338,9425.410151,770016661.0,170445951061.98,7248865.0,3.7,3.3,4.0,1.7,0.01586469,-1.1804120674639005,251073607084.0,9449.857338
10222,ID_XvBX7i,10165.671904,10299.238832,10165.671904,1506203464.0,186432576459.0,26358848.0,3.7,3.9,3.0,5.0,0.01356585,4.236278835258623,292157559836.0,10239.631625
10223,ID_XyjSDM,7319.170516,7325.026056,7319.170516,1156359478.0,133768469723.0,13690449.0,3.6,2.4,4.3,2.7,0.00538256,-0.1991244510278582,209487472075.0,7325.026056
10224,ID_XzRNhF,19201.0072,19207.178284,19197.463207,840885601.0,356319948350.0,17509138.0,3.6,3.0,4.3,2.8,0.00485295,0.2508047720717494,568726552014.0,19207.178284
10225,ID_Y2JYX2,48475.824444,48881.160709,48295.018143,2094076480.0,907656937187.0,54467019.0,3.6,3.0,3.0,2.1,0.02306879,-3.83038857786291,1530793635211.0,48570.85582
10226,ID_Y2MwAx,10327.193323,10343.362636,10326.242179,381782865.0,185266500670.42,6614320.0,3.8,3.0,1.8,5.0,0.00884395,-0.6009822843925097,266993043957.21,10328.745083
10227,ID_Y2NQXq,9220.610682,9220.673114,9220.610682,697394083.0,169468164793.0,21736303.0,3.6,2.6,3.6,3.4,0.00393033,0.0105612770891611,276641340644.0,9220.673114
10228,ID_Y3o2y4,9164.789064,9164.789064,9143.096311,1357026920.0,166610668133.0,7099385.0,3.6,2.4,4.1,3.2,0.01317018,0.593701081505787,261388179049.0,9143.096311
10229,ID_Y4J8RM,9960.699963,9977.466676,9960.699963,339865648.0,179278880783.75,6104182.0,3.8,2.3,4.0,1.0,0.00631431,-1.825775678945089,266388463349.07,9977.466676
10230,ID_Y4vhrE,18461.942534,18503.016903,18461.942534,862224538.0,343084762817.0,51516515.0,3.6,4.1,3.0,2.9,0.0130176,2.6962618771692246,547756563844.0,18497.763457
10231,ID_Y6TPz4,9698.119939,9704.810711,9664.495059,2434572564.0,177978846070.0,24630825.0,3.8,3.0,4.3,3.9,0.03011439,6.175906639569786,264237443654.0,9689.432846
10232,ID_Y6hiff,35957.286518,36143.139672,35894.730659,2165319666.0,669838745674.0,41461441.0,3.6,2.7,4.2,2.9,0.02839783,3.566113634257172,1102636506728.0,35961.620906
10235,ID_Y8Sd9V,7335.520765,7342.177186,7332.727724,344347402.0,132922195033.0,28623093.0,3.6,3.3,4.0,2.4,0.00812008,-2.400792472994563,198643607636.0,7337.69664
10239,ID_Y9vnPx,7228.455907,7230.104411,7228.455907,1284415567.0,131832709203.0,8930435.0,3.7,3.1,4.3,2.8,0.0058168,0.8013619876999273,209499324198.0,7230.104411
10240,ID_YAEfiC,47976.546272,48587.219149,47976.546272,2386113762.0,902688082882.0,49729991.0,3.6,2.5,3.0,2.6,0.01507706,-2.1008147561356654,1519623437519.0,48587.219149
10241,ID_YAUXRt,47503.714637,47997.953477,47288.00283,3590571025.0,892445845784.0,160277636.0,3.6,3.7,3.0,4.9,0.01954571,6.225086967661889,1463864787253.0,47820.894831
10242,ID_YAq37W,6799.674584,6822.970949,6735.954399,1714142014.0,124616445508.0,9480630.0,3.6,2.8,3.6,2.8,0.00746526,0.0413481970981156,191003217263.0,6808.530366
10243,ID_YAqDFf,12260.797226,12260.797226,12201.455784,1827810028.0,226137904688.0,13325805.0,3.7,3.5,4.1,4.7,0.01236954,3.820876622954006,376982106537.0,12201.455784
10244,ID_YCJiMY,36888.283313,37135.560952,36574.572026,2080201096.0,686543840767.0,20789264.0,3.6,4.2,3.0,3.3,0.01482861,-3.756998986543025,1144887173800.0,36585.506803
